id,landscape,box,band_phenotype,boldness,order.b,fpt,temperature,order.temp
GA1,Garenne,GA,3b,9,1,569,15,1
GA2,Garenne,GA,3b,8,1,608,15,1
GA3,Garenne,GA,3b,15,1,764,15,1
GA4,Garenne,GA,3b,13,1,616,15,1
GA5,Garenne,GA,3b,10,1,592,15,1
GA6,Garenne,GA,5b,9,1,848,15,1
GA7,Garenne,GA,5b,14,1,576,15,1
GA8,Garenne,GA,5b,20,1,616,15,1
GA9,Garenne,GA,5b,9,1,622,15,1
GA10,Garenne,GA,5b,11,1,588,15,1
GA11,Garenne,GA,0b,7,1,505,15,1
GA12,Garenne,GA,0b,8,1,456,15,1
GA13,Garenne,GA,0b,8,1,647,15,1
GA14,Garenne,GA,0b,34,1,429,15,1
GA15,Garenne,GA,0b,12,1,1200,15,1
GB1,Garenne,GB,3b,5,1,725,15,1
GB2,Garenne,GB,3b,10,1,675,15,1
GB3,Garenne,GB,3b,16,1,558,15,1
GB4,Garenne,GB,3b,15,1,681,15,1
GB5,Garenne,GB,3b,8,1,579,15,1
GB6,Garenne,GB,5b,11,1,397,15,1
GB7,Garenne,GB,5b,12,1,619,15,1
GB8,Garenne,GB,5b,35,1,639,15,1
GB9,Garenne,GB,5b,10,1,399,15,1
GB10,Garenne,GB,5b,7,1,700,15,1
GB11,Garenne,GB,0b,6,1,665,15,1
GB12,Garenne,GB,0b,26,1,671,15,1
GB13,Garenne,GB,0b,8,1,533,15,1
GB14,Garenne,GB,0b,12,1,420,15,1
GB15,Garenne,GB,0b,24,1,471,15,1
GC1,Garenne,GC,3b,25,1,1131,15,4
GC2,Garenne,GC,3b,266,1,576,15,4
GC3,Garenne,GC,3b,60,1,1200,15,4
GC4,Garenne,GC,3b,8,1,718,15,4
GC5,Garenne,GC,3b,12,1,838,15,4
GC6,Garenne,GC,5b,21,1,558,15,4
GC7,Garenne,GC,5b,22,1,529,15,4
GC8,Garenne,GC,5b,19,1,1200,15,4
GC9,Garenne,GC,5b,8,1,613,15,1
GC10,Garenne,GC,5b,16,1,664,15,4
GC11,Garenne,GC,0b,33,1,702,15,4
GC12,Garenne,GC,0b,20,1,1028,15,4
GC13,Garenne,GC,0b,18,1,479,15,4
GC14,Garenne,GC,0b,14,1,891,15,4
GC15,Garenne,GC,0b,14,1,1170,15,4
GD1,Garenne,GD,3b,7,1,1200,15,4
GD2,Garenne,GD,3b,34,1,725,15,4
GD3,Garenne,GD,3b,13,1,622,15,4
GD4,Garenne,GD,3b,12,1,1200,15,4
GD5,Garenne,GD,3b,8,1,919,15,1
GD6,Garenne,GD,5b,8,1,764,15,4
GD7,Garenne,GD,5b,11,1,1200,15,4
GD8,Garenne,GD,5b,24,1,961,15,4
GD9,Garenne,GD,5b,8,1,740,15,4
GD10,Garenne,GD,5b,7,1,628,15,4
GD11,Garenne,GD,0b,8,1,675,15,4
GD12,Garenne,GD,0b,13,1,903,15,4
GD13,Garenne,GD,0b,21,1,1009,15,4
GD14,Garenne,GD,0b,13,1,854,15,4
GD15,Garenne,GD,0b,10,1,853,15,4
GE1,Garenne,GE,3b,28,1,1200,15,1
GE2,Garenne,GE,3b,9,1,794,15,1
GE3,Garenne,GE,3b,27,1,1200,15,1
GE4,Garenne,GE,3b,8,1,827,15,1
GE5,Garenne,GE,3b,18,1,1105,15,1
GE6,Garenne,GE,5b,8,1,550,15,1
GE7,Garenne,GE,5b,19,1,954,15,1
GE8,Garenne,GE,5b,29,1,779,15,1
GE9,Garenne,GE,5b,14,1,808,15,1
GE10,Garenne,GE,5b,8,1,690,15,1
GE11,Garenne,GE,0b,30,1,545,15,1
GE12,Garenne,GE,0b,21,1,691,15,1
GE13,Garenne,GE,0b,12,1,965,15,1
GE14,Garenne,GE,0b,52,1,1185,15,1
GE15,Garenne,GE,0b,71,1,648,15,1
GF1,Garenne,GF,3b,25,1,489,15,1
GF2,Garenne,GF,3b,8,1,825,15,1
GF3,Garenne,GF,3b,11,1,630,15,1
GF4,Garenne,GF,3b,15,1,567,15,1
GF5,Garenne,GF,3b,7,1,1200,15,1
GF6,Garenne,GF,5b,26,1,708,15,1
GF7,Garenne,GF,5b,22,1,629,15,1
GF8,Garenne,GF,5b,19,1,902,15,1
GF9,Garenne,GF,5b,6,1,586,15,1
GF10,Garenne,GF,5b,69,1,652,15,1
GF11,Garenne,GF,0b,36,1,715,15,1
GF12,Garenne,GF,0b,20,1,552,15,1
GF13,Garenne,GF,0b,21,1,628,15,1
GF14,Garenne,GF,0b,18,1,867,15,1
GF15,Garenne,GF,0b,16,1,1045,15,1
GG1,Garenne,GG,3b,11,1,933,15,1
GG2,Garenne,GG,3b,16,1,823,15,1
GG3,Garenne,GG,3b,16,1,646,15,1
GG4,Garenne,GG,3b,16,1,414,15,1
GG5,Garenne,GG,3b,9,1,1200,15,1
GG6,Garenne,GG,5b,20,1,954,15,1
GG7,Garenne,GG,5b,6,1,593,15,1
GG8,Garenne,GG,5b,9,1,1200,15,1
GG9,Garenne,GG,5b,15,1,668,15,1
GG10,Garenne,GG,5b,10,1,915,15,1
GG11,Garenne,GG,0b,18,1,1200,15,1
GG12,Garenne,GG,0b,21,1,1200,15,1
GG13,Garenne,GG,0b,12,1,729,15,1
GG14,Garenne,GG,0b,12,1,1200,15,1
GG15,Garenne,GG,0b,10,1,553,15,1
GH1,Garenne,GH,3b,13,1,617,15,1
GH2,Garenne,GH,3b,60,1,1080,15,1
GH3,Garenne,GH,3b,290,1,539,15,1
GH4,Garenne,GH,3b,10,1,915,15,1
GH5,Garenne,GH,3b,23,1,548,15,1
GH6,Garenne,GH,5b,11,1,910,15,1
GH7,Garenne,GH,5b,13,1,1200,15,1
GH8,Garenne,GH,5b,14,1,877,15,1
GH9,Garenne,GH,5b,7,1,1200,15,1
GH10,Garenne,GH,5b,1200,1,1200,15,1
GH11,Garenne,GH,0b,18,1,1102,15,1
GH12,Garenne,GH,0b,17,1,678,15,1
GH13,Garenne,GH,0b,17,1,753,15,1
GH14,Garenne,GH,0b,19,1,975,15,1
GH15,Garenne,GH,0b,26,1,527,15,1
GI1,Garenne,GI,3b,15,1,1200,15,4
GI2,Garenne,GI,3b,16,1,750,15,4
GI3,Garenne,GI,3b,25,1,1200,15,4
GI4,Garenne,GI,3b,8,1,854,15,4
GI5,Garenne,GI,3b,59,1,1200,15,4
GI6,Garenne,GI,5b,32,1,606,15,4
GI7,Garenne,GI,5b,11,1,740,15,4
GI8,Garenne,GI,5b,12,1,1200,15,4
GI9,Garenne,GI,5b,16,1,1200,15,4
GI10,Garenne,GI,5b,13,1,790,15,4
GI11,Garenne,GI,0b,28,1,1060,15,4
GI12,Garenne,GI,0b,34,1,1040,15,4
GI13,Garenne,GI,0b,14,1,1023,15,4
GI14,Garenne,GI,0b,15,1,1200,15,4
GI15,Garenne,GI,0b,7,1,724,15,4
GJ1,Garenne,GJ,3b,26,1,640,15,4
GJ2,Garenne,GJ,3b,8,1,600,15,4
GJ3,Garenne,GJ,3b,13,1,643,15,4
GJ4,Garenne,GJ,3b,12,1,653,15,4
GJ5,Garenne,GJ,3b,23,1,910,15,4
GJ6,Garenne,GJ,5b,18,1,800,15,4
GJ7,Garenne,GJ,5b,9,1,760,15,4
GJ8,Garenne,GJ,5b,16,1,1200,15,4
GJ9,Garenne,GJ,5b,12,1,1200,15,4
GJ10,Garenne,GJ,5b,27,1,780,15,4
GJ11,Garenne,GJ,0b,21,1,1040,15,4
GJ12,Garenne,GJ,0b,12,1,1010,15,4
GJ13,Garenne,GJ,0b,9,1,610,15,4
GJ14,Garenne,GJ,0b,15,1,600,15,4
GJ15,Garenne,GJ,0b,7,1,790,15,4
GK1,Garenne,GK,3b,19,1,810,15,4
GK2,Garenne,GK,3b,139,1,980,15,4
GK3,Garenne,GK,3b,8,1,1000,15,4
GK4,Garenne,GK,3b,6,1,850,15,4
GK5,Garenne,GK,3b,12,1,740,15,4
GK6,Garenne,GK,5b,13,1,860,15,4
GK7,Garenne,GK,5b,12,1,980,15,4
GK8,Garenne,GK,5b,12,1,1200,15,4
GK9,Garenne,GK,5b,10,1,1200,15,4
GK10,Garenne,GK,5b,27,1,1070,15,4
GK11,Garenne,GK,0b,6,1,1200,15,4
GK12,Garenne,GK,0b,9,1,1073,15,4
GK13,Garenne,GK,0b,11,1,1073,15,4
GK14,Garenne,GK,0b,9,1,770,15,4
GK15,Garenne,GK,0b,13,1,830,15,4
GL1,Garenne,GL,3b,9,1,679,15,4
GL2,Garenne,GL,3b,9,1,950,15,4
GL3,Garenne,GL,3b,41,1,1000,15,4
GL4,Garenne,GL,3b,5,1,812,15,4
GL5,Garenne,GL,3b,5,1,1200,15,4
GL6,Garenne,GL,5b,15,1,1010,15,4
GL7,Garenne,GL,5b,10,1,1200,15,4
GL8,Garenne,GL,5b,11,1,1100,15,4
GL9,Garenne,GL,5b,13,1,1160,15,4
GL10,Garenne,GL,5b,24,1,1200,15,4
GL11,Garenne,GL,0b,16,1,766,15,4
GL12,Garenne,GL,0b,12,1,1090,15,4
GL13,Garenne,GL,0b,9,1,1039,15,4
GL14,Garenne,GL,0b,34,1,1200,15,4
GL15,Garenne,GL,0b,12,1,1200,15,4
MA1,Marais,MA,3b,15,1,550,15,1
MA2,Marais,MA,3b,24,1,636,15,1
MA3,Marais,MA,3b,41,1,794,15,1
MA4,Marais,MA,3b,16,1,815,15,1
MA5,Marais,MA,3b,58,1,1141,15,1
MA6,Marais,MA,5b,50,1,1129,15,1
MA7,Marais,MA,5b,659,1,595,15,1
MA8,Marais,MA,5b,41,1,607,15,1
MA9,Marais,MA,5b,12,1,479,15,1
MA10,Marais,MA,5b,8,1,609,15,1
MA11,Marais,MA,0b,20,1,364,15,1
MA12,Marais,MA,0b,17,1,638,15,1
MA13,Marais,MA,0b,12,1,543,15,1
MA14,Marais,MA,0b,51,1,673,15,1
MA15,Marais,MA,0b,7,1,900,15,1
MB1,Marais,MB,3b,14,1,400,15,1
MB2,Marais,MB,3b,12,1,501,15,1
MB3,Marais,MB,3b,45,1,555,15,1
MB4,Marais,MB,3b,21,1,604,15,1
MB5,Marais,MB,3b,40,1,685,15,1
MB6,Marais,MB,5b,531,1,625,15,1
MB7,Marais,MB,5b,15,1,432,15,1
MB8,Marais,MB,5b,19,1,546,15,1
MB9,Marais,MB,5b,9,1,412,15,1
MB10,Marais,MB,5b,16,1,638,15,1
MB11,Marais,MB,0b,30,1,839,15,1
MB12,Marais,MB,0b,13,1,479,15,1
MB13,Marais,MB,0b,22,1,746,15,1
MB14,Marais,MB,0b,19,1,571,15,1
MB15,Marais,MB,0b,22,1,532,15,1
MC1,Marais,MC,3b,11,1,489,15,4
MC2,Marais,MC,3b,324,1,784,15,1
MC3,Marais,MC,3b,21,1,1200,15,1
MC4,Marais,MC,3b,8,1,619,15,4
MC5,Marais,MC,3b,5,1,1200,15,4
MC6,Marais,MC,5b,19,1,1200,15,4
MC7,Marais,MC,5b,9,1,1200,15,4
MC8,Marais,MC,5b,10,1,1200,15,4
MC9,Marais,MC,5b,20,1,1200,15,4
MC10,Marais,MC,5b,11,1,829,15,4
MC11,Marais,MC,0b,28,1,1200,15,4
MC12,Marais,MC,0b,7,1,1183,15,4
MC13,Marais,MC,0b,43,1,650,15,4
MC14,Marais,MC,0b,10,1,1200,15,4
MC15,Marais,MC,0b,16,1,751,15,1
MD1,Marais,MD,3b,22,1,592,15,4
MD2,Marais,MD,3b,640,1,1200,15,1
MD3,Marais,MD,3b,1200,1,1200,15,1
MD4,Marais,MD,3b,124,1,683,15,1
MD5,Marais,MD,3b,8,1,638,15,4
MD6,Marais,MD,5b,230,1,812,15,1
MD7,Marais,MD,5b,20,1,523,15,1
MD8,Marais,MD,5b,75,1,833,15,4
MD9,Marais,MD,5b,39,1,645,15,1
MD10,Marais,MD,5b,18,1,746,15,4
MD11,Marais,MD,0b,12,1,444,15,4
MD12,Marais,MD,0b,12,1,843,15,4
MD13,Marais,MD,0b,15,1,1200,15,4
MD14,Marais,MD,0b,12,1,647,15,4
MD15,Marais,MD,0b,24,1,1200,15,4
ME1,Marais,ME,3b,27,1,1013,15,1
ME2,Marais,ME,3b,15,1,1200,15,1
ME3,Marais,ME,3b,22,1,510,15,1
ME4,Marais,ME,3b,7,1,1200,15,1
ME5,Marais,ME,3b,8,1,761,15,1
ME6,Marais,ME,5b,11,1,866,15,1
ME7,Marais,ME,5b,13,1,1157,15,1
ME8,Marais,ME,5b,12,1,1106,15,1
ME9,Marais,ME,5b,33,1,1200,15,1
ME10,Marais,ME,5b,11,1,1097,15,1
ME11,Marais,ME,0b,27,1,864,15,1
ME12,Marais,ME,0b,20,1,783,15,1
ME13,Marais,ME,0b,26,1,568,15,1
ME14,Marais,ME,0b,12,1,1200,15,1
ME15,Marais,ME,0b,9,1,637,15,1
MF1,Marais,MF,3b,18,1,587,15,1
MF2,Marais,MF,3b,12,1,713,15,1
MF3,Marais,MF,3b,10,1,716,15,1
MF4,Marais,MF,3b,13,1,844,15,1
MF5,Marais,MF,3b,23,1,684,15,1
MF6,Marais,MF,5b,7,1,1200,15,1
MF7,Marais,MF,5b,29,1,1200,15,1
MF8,Marais,MF,5b,9,1,974,15,1
MF9,Marais,MF,5b,10,1,1200,15,1
MF10,Marais,MF,5b,15,1,1103,15,1
MF11,Marais,MF,0b,410,1,1200,15,1
MF12,Marais,MF,0b,7,1,515,15,1
MF13,Marais,MF,0b,40,1,1032,15,1
MF14,Marais,MF,0b,13,1,521,15,1
MF15,Marais,MF,0b,34,1,1054,15,1
MG1,Marais,MG,3b,13,1,583,15,1
MG2,Marais,MG,3b,30,1,597,15,1
MG3,Marais,MG,3b,17,1,840,15,1
MG4,Marais,MG,3b,6,1,780,15,1
MG5,Marais,MG,3b,10,1,872,15,1
MG6,Marais,MG,5b,19,1,706,15,1
MG7,Marais,MG,5b,19,1,692,15,1
MG8,Marais,MG,5b,48,1,860,15,1
MG9,Marais,MG,5b,34,1,966,15,1
MG10,Marais,MG,5b,22,1,816,15,1
MG11,Marais,MG,0b,9,1,789,15,1
MG12,Marais,MG,0b,747,1,1200,15,1
MG13,Marais,MG,0b,60,1,971,15,1
MG14,Marais,MG,0b,10,1,1175,15,1
MG15,Marais,MG,0b,32,1,1139,15,1
MH1,Marais,MH,3b,44,1,1063,15,1
MH2,Marais,MH,3b,26,1,634,15,1
MH3,Marais,MH,3b,13,1,843,15,1
MH4,Marais,MH,3b,172,1,1200,15,1
MH5,Marais,MH,3b,12,1,613,15,1
MH6,Marais,MH,5b,32,1,583,15,1
MH7,Marais,MH,5b,34,1,856,15,1
MH8,Marais,MH,5b,9,1,1200,15,1
MH9,Marais,MH,5b,8,1,826,15,1
MH10,Marais,MH,5b,18,1,842,15,1
MH11,Marais,MH,0b,12,1,612,15,1
MH12,Marais,MH,0b,36,1,715,15,1
MH13,Marais,MH,0b,8,1,778,15,1
MH14,Marais,MH,0b,24,1,1010,15,1
MH15,Marais,MH,0b,13,1,895,15,1
MI1,Marais,MI,3b,15,1,1200,15,4
MI2,Marais,MI,3b,9,1,1200,15,4
MI3,Marais,MI,3b,7,1,907,15,4
MI4,Marais,MI,3b,11,1,975,15,4
MI5,Marais,MI,3b,20,1,964,15,4
MI6,Marais,MI,5b,18,1,880,15,4
MI7,Marais,MI,5b,17,1,1200,15,4
MI8,Marais,MI,5b,43,1,1140,15,4
MI9,Marais,MI,5b,11,1,906,15,4
MI10,Marais,MI,5b,9,1,1200,15,4
MI11,Marais,MI,0b,22,1,1200,15,4
MI12,Marais,MI,0b,9,1,1200,15,4
MI13,Marais,MI,0b,24,1,726,15,4
MI14,Marais,MI,0b,14,1,756,15,4
MI15,Marais,MI,0b,21,1,900,15,4
MJ1,Marais,MJ,3b,15,1,890,15,4
MJ2,Marais,MJ,3b,16,1,920,15,4
MJ3,Marais,MJ,3b,8,1,1200,15,4
MJ4,Marais,MJ,3b,18,1,830,15,4
MJ5,Marais,MJ,3b,14,1,731,15,4
MJ6,Marais,MJ,5b,16,1,740,15,4
MJ7,Marais,MJ,5b,60,1,1200,15,4
MJ8,Marais,MJ,5b,28,1,1200,15,4
MJ9,Marais,MJ,5b,23,1,1192,15,4
MJ10,Marais,MJ,5b,24,1,1200,15,4
MJ11,Marais,MJ,0b,5,1,1200,15,4
MJ12,Marais,MJ,0b,27,1,1200,15,4
MJ13,Marais,MJ,0b,24,1,1200,15,4
MJ14,Marais,MJ,0b,27,1,1200,15,4
MJ15,Marais,MJ,0b,5,1,1200,15,4
MK1,Marais,MK,3b,13,1,1090,15,4
MK2,Marais,MK,3b,37,1,1200,15,4
MK3,Marais,MK,3b,30,1,1015,15,4
MK4,Marais,MK,3b,13,1,1200,15,4
MK5,Marais,MK,3b,12,1,725,15,4
MK6,Marais,MK,5b,32,1,790,15,4
MK7,Marais,MK,5b,16,1,1200,15,4
MK8,Marais,MK,5b,769,1,1200,15,4
MK9,Marais,MK,5b,8,1,330,15,4
MK10,Marais,MK,5b,14,1,1200,15,4
MK11,Marais,MK,0b,8,1,1200,15,4
MK12,Marais,MK,0b,4,1,1045,15,4
MK13,Marais,MK,0b,7,1,940,15,4
MK14,Marais,MK,0b,10,1,604,15,4
MK15,Marais,MK,0b,16,1,790,15,4
ML1,Marais,ML,3b,20,1,1200,15,4
ML2,Marais,ML,3b,17,1,770,15,4
ML3,Marais,ML,3b,49,1,831,15,4
ML4,Marais,ML,3b,9,1,1200,15,4
ML5,Marais,ML,3b,6,1,1200,15,4
ML6,Marais,ML,5b,18,1,830,15,4
ML7,Marais,ML,5b,15,1,1190,15,4
ML8,Marais,ML,5b,27,1,861,15,4
ML9,Marais,ML,5b,15,1,980,15,4
ML10,Marais,ML,5b,30,1,1200,15,4
ML11,Marais,ML,0b,55,1,1200,15,4
ML12,Marais,ML,0b,12,1,1200,15,4
ML13,Marais,ML,0b,25,1,1200,15,4
ML14,Marais,ML,0b,17,1,840,15,4
ML15,Marais,ML,0b,16,1,1200,15,4
GA1,Garenne,GA,3b,10,2,778,18,2
GA2,Garenne,GA,3b,21,2,722,18,2
GA3,Garenne,GA,3b,7,2,753,18,2
GA4,Garenne,GA,3b,6,2,1200,18,2
GA5,Garenne,GA,3b,13,2,778,18,2
GA6,Garenne,GA,5b,107,2,998,18,2
GA7,Garenne,GA,5b,17,2,668,18,2
GA8,Garenne,GA,5b,28,2,857,18,2
GA9,Garenne,GA,5b,7,2,935,18,2
GA10,Garenne,GA,5b,7,2,686,18,2
GA11,Garenne,GA,0b,10,2,1184,18,2
GA12,Garenne,GA,0b,3,2,644,18,2
GA13,Garenne,GA,0b,9,2,624,18,2
GA14,Garenne,GA,0b,14,2,495,18,2
GA15,Garenne,GA,0b,18,2,608,18,2
GB1,Garenne,GB,3b,7,2,1166,18,2
GB2,Garenne,GB,3b,9,2,715,18,2
GB3,Garenne,GB,3b,14,2,747,18,2
GB4,Garenne,GB,3b,15,2,938,18,2
GB5,Garenne,GB,3b,19,2,541,18,2
GB6,Garenne,GB,5b,6,2,701,18,2
GB7,Garenne,GB,5b,7,2,613,18,2
GB8,Garenne,GB,5b,8,2,489,18,2
GB9,Garenne,GB,5b,43,2,564,18,2
GB10,Garenne,GB,5b,9,2,817,18,2
GB11,Garenne,GB,0b,16,2,693,18,2
GB12,Garenne,GB,0b,6,2,818,18,2
GB13,Garenne,GB,0b,15,2,920,18,2
GB14,Garenne,GB,0b,8,2,960,18,2
GB15,Garenne,GB,0b,19,2,1082,18,2
GC1,Garenne,GC,3b,45,2,691,18,3
GC2,Garenne,GC,3b,35,2,647,18,3
GC3,Garenne,GC,3b,74,2,625,18,3
GC4,Garenne,GC,3b,10,2,578,18,3
GC5,Garenne,GC,3b,9,2,1010,18,3
GC6,Garenne,GC,5b,7,2,701,18,3
GC7,Garenne,GC,5b,8,2,818,18,3
GC8,Garenne,GC,5b,21,2,1200,18,3
GC9,Garenne,GC,5b,9,2,633,18,2
GC10,Garenne,GC,5b,8,2,663,18,3
GC11,Garenne,GC,0b,9,2,793,18,3
GC12,Garenne,GC,0b,24,2,627,18,3
GC13,Garenne,GC,0b,17,2,791,18,3
GC14,Garenne,GC,0b,10,2,785,18,3
GC15,Garenne,GC,0b,30,2,1200,18,3
GD1,Garenne,GD,3b,10,2,619,18,3
GD2,Garenne,GD,3b,25,2,1179,18,3
GD3,Garenne,GD,3b,123,2,1200,18,3
GD4,Garenne,GD,3b,14,2,925,18,3
GD5,Garenne,GD,3b,7,2,414,18,2
GD6,Garenne,GD,5b,21,2,869,18,3
GD7,Garenne,GD,5b,12,2,998,18,3
GD8,Garenne,GD,5b,24,2,1200,18,3
GD9,Garenne,GD,5b,7,2,930,18,3
GD10,Garenne,GD,5b,3,2,1200,18,3
GD11,Garenne,GD,0b,7,2,707,18,3
GD12,Garenne,GD,0b,15,2,873,18,3
GD13,Garenne,GD,0b,28,2,635,18,3
GD14,Garenne,GD,0b,10,2,759,18,3
GD15,Garenne,GD,0b,18,2,1200,18,3
GE1,Garenne,GE,3b,43,2,1200,18,2
GE2,Garenne,GE,3b,7,2,1200,18,2
GE3,Garenne,GE,3b,87,2,1137,18,2
GE4,Garenne,GE,3b,14,2,1200,18,2
GE5,Garenne,GE,3b,30,2,1072,18,2
GE6,Garenne,GE,5b,24,2,1200,18,2
GE7,Garenne,GE,5b,12,2,628,18,2
GE8,Garenne,GE,5b,9,2,707,18,2
GE9,Garenne,GE,5b,24,2,742,18,2
GE10,Garenne,GE,5b,32,2,1200,18,2
GE11,Garenne,GE,0b,12,2,1200,18,2
GE12,Garenne,GE,0b,10,2,485,18,2
GE13,Garenne,GE,0b,7,2,602,18,2
GE14,Garenne,GE,0b,115,2,1200,18,2
GE15,Garenne,GE,0b,119,2,818,18,2
GF1,Garenne,GF,3b,1200,2,480,18,2
GF2,Garenne,GF,3b,25,2,645,18,2
GF3,Garenne,GF,3b,9,2,606,18,2
GF4,Garenne,GF,3b,12,2,552,18,2
GF5,Garenne,GF,3b,11,2,772,18,2
GF6,Garenne,GF,5b,30,2,1200,18,2
GF7,Garenne,GF,5b,12,2,1039,18,2
GF8,Garenne,GF,5b,44,2,1200,18,2
GF9,Garenne,GF,5b,23,2,596,18,2
GF10,Garenne,GF,5b,13,2,1200,18,2
GF11,Garenne,GF,0b,18,2,624,18,2
GF12,Garenne,GF,0b,16,2,664,18,2
GF13,Garenne,GF,0b,21,2,693,18,2
GF14,Garenne,GF,0b,21,2,1200,18,2
GF15,Garenne,GF,0b,8,2,900,18,2
GG1,Garenne,GG,3b,18,2,629,18,2
GG2,Garenne,GG,3b,18,2,1200,18,2
GG3,Garenne,GG,3b,5,2,1200,18,2
GG4,Garenne,GG,3b,34,2,740,18,2
GG5,Garenne,GG,3b,14,2,821,18,2
GG6,Garenne,GG,5b,16,2,1200,18,2
GG7,Garenne,GG,5b,16,2,1200,18,2
GG8,Garenne,GG,5b,102,2,844,18,2
GG9,Garenne,GG,5b,31,2,892,18,2
GG10,Garenne,GG,5b,14,2,793,18,2
GG11,Garenne,GG,0b,18,2,1200,18,2
GG12,Garenne,GG,0b,20,2,577,18,2
GG13,Garenne,GG,0b,9,2,1061,18,2
GG14,Garenne,GG,0b,18,2,623,18,2
GG15,Garenne,GG,0b,17,2,734,18,2
GH1,Garenne,GH,3b,20,2,783,18,2
GH2,Garenne,GH,3b,36,2,626,18,2
GH3,Garenne,GH,3b,31,2,1200,18,2
